CPU name,cpu bench (higher = better)
Intel Core i7-4712MQ @ 2.30GHz,"5,330"
QTI SM8150,"5,320"
Intel Core i7-4712HQ @ 2.30GHz,"5,311"
AMD FX-8370E Eight-Core,"5,310"
Intel Xeon X5687 @ 3.60GHz,"5,309"
AMD FX-8300 Eight-Core,"5,306"
AMD Opteron 6328,"5,306"
Intel Xeon E5-2630L @ 2.00GHz,"5,305"
Intel Xeon E3-1225 v3 @ 3.20GHz,"5,302"
Intel Xeon E3-1505L v5 @ 2.00GHz,"5,301"
Mediatek MT8390AV/A,"5,301"
vendor Kirin980,"5,300"
"Vili based on Qualcomm Technologies, Inc SM8350","5,299"
Snapdragon 860 @ 2.96 GHz,"5,291"
Intel Xeon E5-2620 @ 2.00GHz,"5,290"
Intel Core i3-8100T @ 3.10GHz,"5,272"
Intel Xeon E5-2648L @ 1.80GHz,"5,262"
AMD FX-8150 Eight-Core,"5,260"
MT6877V/TTZA,"5,253"
Intel Core i5-7500T @ 2.70GHz,"5,251"
Intel Xeon E3-1230L v3 @ 1.80GHz,"5,251"
Mediatek MT6875,"5,249"
Mediatek MT6879V_T/ZA,"5,247"
"Star based on Qualcomm Technologies, Inc SM8350","5,241"
Intel Core i7-6822EQ @ 2.00GHz,"5,241"
AMD Opteron 6272,"5,240"
Intel Core i7-4700EQ @ 2.40GHz,"5,238"
Intel Core i5-4670R @ 3.00GHz,"5,233"
Snapdragon 8c @ 2.46 GHz,"5,230"
"Mars based on Qualcomm Technologies, Inc SM8350","5,230"
Intel Core i5-4570 @ 3.20GHz,"5,227"
Intel Core i7-3615QM @ 2.30GHz,"5,218"
Intel Xeon D-1527 @ 2.20GHz,"5,213"
Intel Xeon E3-1220 v3 @ 3.10GHz,"5,210"
Intel Pentium Gold 7505 @ 2.00GHz,"5,208"
Intel Xeon E5-1607 v4 @ 3.10GHz,"5,202"
Intel Core i7-4702MQ @ 2.20GHz,"5,184"
Intel Xeon E3-1265L V2 @ 2.50GHz,"5,183"
Intel N200,"5,181"
Intel Core i7-8665UE @ 1.70GHz,"5,170"
Intel Core i5-6400 @ 2.70GHz,"5,167"
MT8188JV/A,"5,155"
Intel Core i5-4590S @ 3.00GHz,"5,135"
Intel Atom C3758R @ 2.40GHz,"5,131"
Intel Core i5-4670S @ 3.10GHz,"5,130"
AMD FX-8310 Eight-Core,"5,128"
Intel Core i7-3630QM @ 2.40GHz,"5,123"
Intel Core i7-3610QM @ 2.30GHz,"5,115"
Intel Core i5-6440HQ @ 2.60GHz,"5,107"
Intel Xeon E3-1230 @ 3.20GHz,"5,103"
Intel Core i7-4765T @ 2.00GHz,"5,102"
MT6893,"5,102"
Intel Core i5-7300HQ @ 2.50GHz,"5,100"
Intel Core i7-10510Y @ 1.20GHz,"5,100"
AMD FX-8320E Eight-Core,"5,087"
Hisilicon Kirin9000,"5,083"
Intel Core i5-8265UC @ 1.60GHz,"5,073"
Intel Xeon W-2102 @ 2.90GHz,"5,071"
Intel Core i5-5575R @ 2.80GHz,"5,069"
Intel Xeon E3-1235 @ 3.20GHz,"5,053"
Intel Xeon E5645 @ 2.40GHz,"5,046"
vendor Kirin820,"5,044"
Intel Core i5-4670K CPT @ 3.40GHz,"5,034"
Intel Xeon E5-2420 @ 1.90GHz,"5,028"
Intel Core i7-3610QE @ 2.30GHz,"5,026"
Mediatek MT6877,"5,018"
Intel Core i5-4570S @ 2.90GHz,"5,013"
Intel Xeon E3-1235L v5 @ 2.00GHz,"5,013"
Intel Xeon X5677 @ 3.47GHz,"5,003"
Intel Xeon X5672 @ 3.20GHz,"4,996"
Intel Xeon E5-1607 v3 @ 3.10GHz,"4,986"
Intel Core i3-7350K @ 4.20GHz,"4,958"
Intel Core i5-3570K @ 3.40GHz,"4,954"
Intel Core i3-1005G1 @ 1.20GHz,"4,953"
Apple A12 Bionic,"4,944"
Intel Core i7-3612QE @ 2.10GHz,"4,929"
Intel Core i5-3570 @ 3.40GHz,"4,919"
Mediatek MT6877V/TTZA,"4,918"
Intel Xeon D-1520 @ 2.20GHz,"4,917"
Mediatek Dimensity 7200-Pro (MT6886),"4,917"
SM8450,"4,896"
Mediatek MT8791V/TN,"4,892"
Intel Core i5-4460 @ 3.20GHz,"4,880"
Intel Core i7-4770TE @ 2.30GHz,"4,877"
MT6877V/TZA,"4,871"
"Renoir based on Qualcomm Technologies, Inc SM7350","4,869"
AMD FX-8140 Eight-Core,"4,860"
Intel Xeon D-1518 @ 2.20GHz,"4,854"
Mediatek MT6877V/TZA,"4,849"
"Samsung Technologies, Inc Exynos E1080","4,846"
Intel Core i3-7320 @ 4.10GHz,"4,844"
Intel Xeon E5-1410 @ 2.80GHz,"4,844"
Intel Xeon Bronze 3204 @ 1.90GHz,"4,835"
Intel Core i5-7442EQ @ 2.10GHz,"4,834"
Intel Core i5-3550 @ 3.30GHz,"4,807"
Snapdragon 8cx @ 2.84 GHz,"4,806"
Intel Core i3-9100TE @ 2.20GHz,"4,791"
MT6877V/ZA,"4,787"
Intel Core i5-6500T @ 2.50GHz,"4,779"
Intel Core i5-4440 @ 3.10GHz,"4,771"
Intel Core i7-2960XM @ 2.70GHz,"4,760"
AMD Athlon Gold 7220U,"4,753"
AMD Opteron 6220,"4,753"
Intel Core i5-7400T @ 2.40GHz,"4,744"
Intel Core i5-4470S @ 3.00GHz,"4,742"
Intel Xeon E3-1225 V2 @ 3.20GHz,"4,739"
Intel Core i7-3635QM @ 2.40GHz,"4,726"
Intel Core i5-6500TE @ 2.30GHz,"4,724"
MT8771V/PZA,"4,723"
Mediatek MT6877V/ZA,"4,719"
Intel Atom C3858 @ 2.00GHz,"4,707"
Intel Core i5-6300HQ @ 2.30GHz,"4,705"
Intel Xeon E5-2603 v4 @ 1.70GHz,"4,695"
Intel Xeon E5-1603 v4 @ 2.80GHz,"4,683"
Intel Core i5-3470 @ 3.20GHz,"4,677"
Intel Core i7-3632QM @ 2.20GHz,"4,677"
Intel Core i7-3612QM @ 2.10GHz,"4,675"
Intel Xeon E3-1220 V2 @ 3.10GHz,"4,666"
AMD Opteron 4284,"4,665"
Intel Core i5-4690T @ 2.50GHz,"4,654"
Intel Core i5-4430 @ 3.00GHz,"4,652"
Intel Xeon X5667 @ 3.07GHz,"4,649"
AMD FX-8120 Eight-Core,"4,646"
Samsung Exynos 980,"4,637"
AMD Athlon Silver PRO 3125GE,"4,633"
Intel Core i7-6970HQ @ 2.80GHz,"4,632"
Intel Core i7-2600S @ 2.80GHz,"4,625"
Intel Core i5-3570S @ 3.10GHz,"4,618"
Intel Atom C3758 @ 2.20GHz,"4,614"
Intel Xeon L5640 @ 2.27GHz,"4,606"
Snapdragon 8350,"4,599"
Intel Core i5-4460S @ 2.90GHz,"4,598"
Mediatek Dimensity 7025 (MT6855),"4,598"
"Qualcomm Technologies, Inc SM8150","4,586"
AMD Ryzen Embedded V1500B,"4,584"
Samsung s5e8825,"4,578"
Intel Core i5-4570R @ 2.70GHz,"4,572"
Qualcomm SC7180P,"4,558"
Intel Celeron G6900,"4,555"
Intel Core i7-2860QM @ 2.50GHz,"4,552"
MT6877T,"4,548"
AMD FX-6350 Six-Core,"4,545"
AMD Athlon Silver 3050GE,"4,545"
AMD Athlon 240GE,"4,534"
Intel Core i3-7300 @ 4.00GHz,"4,530"
Rockchip RK3588,"4,515"
Intel Core i3-6320 @ 3.90GHz,"4,510"
Intel Pentium Gold G6605 @ 4.30GHz,"4,509"
MT6889Z/CZA,"4,504"
AMD Opteron 4280,"4,504"
"Qualcomm Technologies, Inc SM8150P","4,495"
Intel Core i5-3450 @ 3.10GHz,"4,495"
AMD Athlon 3000G,"4,488"
Intel Core i5-6442EQ @ 1.90GHz,"4,487"
Mediatek DM700,"4,471"
Samsung s5e8535,"4,468"
Intel Xeon E5-2609 v3 @ 1.90GHz,"4,444"
SM6375,"4,441"
Intel Core i5-4670T @ 2.30GHz,"4,441"
Intel Xeon X5647 @ 2.93GHz,"4,441"
Intel Core i5-3550S @ 3.00GHz,"4,438"
Intel Core i5-10210Y @ 1.00GHz,"4,436"
Intel Core i3-7101E @ 3.90GHz,"4,430"
AMD Athlon 220GE,"4,429"
Intel Xeon Bronze 3104 @ 1.70GHz,"4,424"
Intel Pentium 6805 @ 1.10GHz,"4,424"
AMD Athlon PRO 300GE,"4,423"
Intel Xeon L5639 @ 2.13GHz,"4,419"
AMD FX-6330 Six-Core,"4,418"
Intel Core i7-2920XM @ 2.50GHz,"4,418"
Mediatek MT8781V/NA,"4,416"
Intel Xeon E5-1603 v3 @ 2.80GHz,"4,415"
Mediatek MT8771V/PZA,"4,414"
Apple A11 Bionic,"4,402"
MT6875,"4,393"
Intel Core i7-2820QM @ 2.30GHz,"4,392"
Intel Core i3-1110G4 @ 1.80GHz,"4,390"
Mediatek MT6879V/ZA,"4,390"
AMD Athlon 320GE,"4,388"
Intel Core i3-8121U @ 2.20GHz,"4,388"
Intel Core i5-3470S @ 2.90GHz,"4,385"
Intel Core i5-4440S @ 2.80GHz,"4,384"
Qualcomm SDM845,"4,379"
AMD Opteron 4386,"4,378"
Intel Celeron J6413 @ 1.80GHz,"4,378"
Intel Core i5-3450S @ 2.80GHz,"4,375"
Intel Pentium Gold G6505 @ 4.20GHz,"4,371"
Mediatek MT6853V/TNZA,"4,368"
Intel Core i7-2760QM @ 2.40GHz,"4,368"
Mediatek MT6835,"4,367"
Hisilicon Kirin980,"4,357"
AMD FX-6130 Six-Core,"4,353"
"Qualcomm Technologies, Inc SDM750G","4,350"
QTI SM7225,"4,348"
Mediatek MT6833GP,"4,346"
Intel Core i3-6300 @ 3.80GHz,"4,340"
Intel Core i3-7100 @ 3.90GHz,"4,337"
Intel Core i3-1115GRE @ 3.00GHz,"4,322"
Intel Core i5-4430S @ 2.70GHz,"4,321"
Mediatek MT6789V/CD,"4,321"
QTI SM7250,"4,304"
Mediatek MT8789V/T,"4,288"
Mediatek MT6833V/ZA,"4,288"
Intel Atom C3958 @ 2.00GHz,"4,281"
MediaTek G99 Ultimate (MT6789),"4,281"
Intel Core i5-3350P @ 3.10GHz,"4,280"
Intel Core i5-6400T @ 2.20GHz,"4,274"
AMD Athlon 300GE,"4,273"
Intel Pentium Gold G6600 @ 4.20GHz,"4,273"
"Qualcomm Technologies, Inc SM6375","4,266"
vendor Kirin810,"4,264"
天玑900,"4,259"
Intel Core i5-6350HQ @ 2.30GHz,"4,255"
Intel Pentium Gold G6405 @ 4.10GHz,"4,252"
Intel Core i5-3475S @ 2.90GHz,"4,250"
Intel Core i3-8109U @ 3.00GHz,"4,246"
Intel Core i5-3340 @ 3.10GHz,"4,244"
Mediatek MT6833V/PNZA,"4,238"
Intel Core i3-8140U @ 2.10GHz,"4,227"
Qualcomm SM7150,"4,212"
Intel Core i3-7300T @ 3.50GHz,"4,211"
AMD FX-6300 Six-Core,"4,207"
Intel Core i5-2450P @ 3.20GHz,"4,203"
"Qualcomm Technologies, Inc SM8150_Plus","4,194"
Intel Xeon E5-1607 v2 @ 3.00GHz,"4,189"
Intel Pentium J6426 @ 2.00GHz,"4,180"
QTI SM6375,"4,169"
MT6833V/PNZA,"4,164"
Hisilicon Kirin985,"4,162"
MT6833P,"4,158"
QTI SM6350,"4,152"
Intel Core i3-6100 @ 3.70GHz,"4,147"
Intel Pentium Gold G6500 @ 4.10GHz,"4,145"
AMD Ryzen Embedded R1606G,"4,144"
Mediatek MT8781V/CA,"4,136"
AMD Opteron 3380,"4,134"
Intel Core i7-7567U @ 3.50GHz,"4,132"
Intel Core i5-2500 @ 3.30GHz,"4,129"
Intel Celeron N5095A @ 2.00GHz,"4,127"
Intel Pentium Gold G5600F @ 3.90GHz,"4,124"
Intel Pentium Gold G6400 @ 4.00GHz,"4,123"
Intel Core i5-2500K @ 3.30GHz,"4,121"
Mediatek MT6781V/CDZAMB-H,"4,120"
Mediatek MT6833,"4,118"
AMD Athlon 200GE,"4,112"
Intel Core i5-3570T @ 2.30GHz,"4,107"
AMD FX-6200 Six-Core,"4,107"
MT8789V/T,"4,104"
Intel Pentium Gold G5620 @ 4.00GHz,"4,102"
MT6833V/ZA,"4,101"
Intel Core i3-8145UE @ 2.20GHz,"4,099"
Intel Celeron N5095 @ 2.00GHz,"4,098"
AMD Opteron 3365,"4,091"
Intel Core i5-3330 @ 3.00GHz,"4,090"
MediaTek MT6873,"4,087"
Intel Core i5-4590T @ 2.00GHz,"4,082"
ARM - 8 Core 1766 MHz,"4,080"
AMD Athlon PRO 300U,"4,080"
Intel Core i5-3335S @ 2.70GHz,"4,074"
AMD Opteron 6234,"4,072"
Intel Xeon E3-1260L @ 2.40GHz,"4,068"
AMD Ryzen 3 PRO 2100GE,"4,062"
Intel Core i7-7660U @ 2.50GHz,"4,061"
Intel Core i5-2550K @ 3.40GHz,"4,060"
MT8789V/CT,"4,060"
Mediatek MT6853V/NZA,"4,060"
Intel Celeron N5105 @ 2.00GHz,"4,059"
AMD FX-8100 Eight-Core,"4,046"
MT8186,"4,046"
Intel Core i7-2710QE @ 2.10GHz,"4,044"
Intel Core i7-2720QM @ 2.20GHz,"4,023"
Intel Core i3-6098P @ 3.60GHz,"4,021"
AMD Athlon Gold 3150U,"4,012"
AMD Opteron 6212,"4,007"
QTI QCM5430,"4,006"
Intel Core i3-6300T @ 3.30GHz,"4,005"
Intel Celeron G6900T,"4,003"
Intel Core i5-7260U @ 2.20GHz,"3,976"
Intel Core i5-4470 @ 3.30GHz,"3,971"
AMD PRO A12-8870,"3,969"
MT6781V/CD,"3,969"
QTI SM4375,"3,968"
MediaTek Kompanio 520/528 (MT8186/MT8186T),"3,965"
Intel Core i3-7101TE @ 3.40GHz,"3,957"
AMD Opteron 4334,"3,949"
Mediatek MT8789V/CT,"3,946"
Intel Core i7-985 @ 3.47GHz,"3,928"
QTI SM4450,"3,928"
AMD Athlon PRO 200GE,"3,926"
AMD Athlon 300U,"3,919"
Intel Core i7-2675QM @ 2.20GHz,"3,919"
Intel Core i5-3340S @ 2.80GHz,"3,914"
ZHAOXIN KaiXian KX-U6780A@2.7GHz,"3,913"
Hisilicon Kirin 990,"3,913"
Intel Pentium Gold G6400E @ 3.80GHz,"3,908"
AMD Ryzen Embedded R1505G,"3,907"
Intel Core i3-10110U @ 2.10GHz,"3,906"
AMD Opteron 4332 HE,"3,906"
Intel Xeon E3-1225 @ 3.10GHz,"3,901"
Samsung Exynos 9820,"3,899"
Intel Xeon E3-1220 @ 3.10GHz,"3,897"
Hisilicon Kirin820,"3,893"
Intel Core i5-7360U @ 2.30GHz,"3,888"
AMD FX-6120 Six-Core,"3,887"
Intel Atom x6413E @ 1.50GHz,"3,885"
Intel Core i5-3330S @ 2.70GHz,"3,884"
Intel Pentium Gold G6500T @ 3.50GHz,"3,874"
MT6781,"3,873"
AMD A9-9820,"3,870"
Intel Core i5-2400 @ 3.10GHz,"3,869"
AMD Ryzen Embedded R2312,"3,865"
"Qualcomm Technologies, Inc","3,863"
QTI SM7125,"3,857"
Intel Celeron J6412 @ 2.00GHz,"3,855"
AMD Ryzen 3 3250U,"3,853"
AMD Phenom II X6 1100T,"3,849"
Intel Core i3-4370 @ 3.80GHz,"3,847"
Intel Pentium Gold G5600 @ 3.90GHz,"3,843"
Intel Core i7-2840QM @ 2.40GHz,"3,842"
Qualcomm SM7250,"3,841"
Intel Atom x6425E @ 2.00GHz,"3,835"
Samsung Exynos 9825,"3,826"
Snapdragon 7c Gen 2 @ 2.55 GHz,"3,826"
Intel Pentium Gold G5500 @ 3.80GHz,"3,823"
Intel Core i5-6287U @ 3.10GHz,"3,823"
AMD Ryzen 3 3200U,"3,821"
Intel Xeon E5-2603 v3 @ 1.60GHz,"3,817"
AMD Athlon X4 970,"3,811"
AMD Athlon X4 845,"3,807"
Intel Core i5-2380P @ 3.10GHz,"3,797"
Intel Core i3-8145U @ 2.10GHz,"3,795"
Intel Core i7-7560U @ 2.40GHz,"3,788"
Mediatek MT6781V/CD,"3,787"
Virtual @ 3.14GHz,"3,784"
MT6833,"3,784"
Intel Core i7-6567U @ 3.30GHz,"3,770"
Intel Core i3-7100T @ 3.40GHz,"3,767"
ARM Cortex-A57 8 Core 1766 MHz,"3,766"
QTI SM7150,"3,764"
Intel Core i7-2670QM @ 2.20GHz,"3,761"
AMD Phenom II X6 1090T,"3,756"
Intel Xeon E5630 @ 2.53GHz,"3,754"
Intel Pentium G4620 @ 3.70GHz,"3,753"
AMD PRO A10-8850B,"3,752"
Intel Pentium Gold G6405T @ 3.50GHz,"3,746"
Samsung Exynos 9810,"3,744"
Mediatek MT6781,"3,744"
Intel Core i5-7287U @ 3.30GHz,"3,743"
Intel Xeon E5-1607 @ 3.00GHz,"3,730"
Intel Pentium Gold G5400 @ 3.70GHz,"3,725"
AMD Opteron 3280,"3,723"
Qualcomm SM6150,"3,722"
Intel Core i7-7600U @ 2.80GHz,"3,722"
AMD Ryzen 3 2200U,"3,716"
Snapdragon 7c @ 1.96 GHz,"3,712"
Intel Xeon L5638 @ 2.00GHz,"3,707"
Intel Pentium Gold G5420 @ 3.80GHz,"3,706"
AMD PRO A12-9800,"3,705"
Intel Xeon E5640 @ 2.67GHz,"3,702"
Mediatek MT6785,"3,701"
Intel Pentium Gold G6505T @ 3.60GHz,"3,698"
AMD Opteron 6174,"3,697"
ZHAOXIN KaiXian KX-U6780@2.7GHz,"3,693"
QTI SM4350,"3,690"
Qualcomm SM7125,"3,687"
AMD FX-6100 Six-Core,"3,679"
Intel Core i5-7300U @ 2.60GHz,"3,668"
Intel Core i3-6100T @ 3.20GHz,"3,667"
AMD Athlon X4 880K,"3,659"
Intel Core i5-2320 @ 3.00GHz,"3,656"
Intel Core i7-7500U @ 2.70GHz,"3,650"
AMD PRO A10-9700,"3,649"
MT6833V/NZA,"3,641"
Intel Core i5-4460T @ 1.90GHz,"3,640"
AMD A8-7500,"3,640"
Intel Core i5-7267U @ 3.10GHz,"3,640"
Mediatek MT6833P,"3,640"
MediaTek MT6785V/CD,"3,638"
Intel Core i5-2310 @ 2.90GHz,"3,637"
Intel Pentium G4600 @ 3.60GHz,"3,631"
Intel Core i3-4360 @ 3.70GHz,"3,631"
Intel Core i3-1000NG4 @ 1.10GHz,"3,627"
Qualcomm SM4350,"3,626"
DG1301SML87HY,"3,624"
MT6853V/TNZA,"3,616"
Intel Xeon W3580 @ 3.33GHz,"3,609"
Mediatek MT6833V/NZA,"3,604"
Intel Pentium Gold G5600T @ 3.30GHz,"3,601"
Intel Core i3-4170 @ 3.70GHz,"3,592"
Intel Pentium Gold G6400T @ 3.40GHz,"3,588"
Intel Core i7-6650U @ 2.20GHz,"3,588"
AMD Athlon X4 950,"3,588"
AMD A12-9800,"3,583"
Intel Xeon E3-1265L @ 2.40GHz,"3,564"
AMD Opteron 6176 SE,"3,564"
Intel Core i3-8130U @ 2.20GHz,"3,560"
Intel Core i7-2630QM @ 2.00GHz,"3,558"
QTI SM6225,"3,557"
MT6785,"3,551"
Intel Core i7-6660U @ 2.40GHz,"3,549"
Intel Core i3-4340 @ 3.60GHz,"3,545"
Intel Core i3-4330 @ 3.50GHz,"3,542"
AMD A10-9700,"3,542"
AMD PRO A10-8770,"3,538"
AMD A8-7680,"3,537"
AMD Ryzen Embedded V1202B,"3,532"
Intel Pentium N6415 @ 1.20GHz,"3,532"
Intel Pentium G4560 @ 3.50GHz,"3,528"
"Qualcomm Technologies, Inc SDMMAGPIEP","3,523"
AMD A10-7890K,"3,522"
Intel Xeon E5-2418L @ 2.00GHz,"3,518"
Intel Core i3-4160 @ 3.60GHz,"3,513"
MT6853V/ZA,"3,505"
Intel Xeon E5-2407 v2 @ 2.40GHz,"3,504"
Intel Xeon E5620 @ 2.40GHz,"3,502"
Intel Core i3-4350 @ 3.60GHz,"3,501"
"Qualcomm Technologies, Inc ATOLL-AB","3,497"
AMD Opteron 4365 EE,"3,485"
AMD Opteron 6164 HE,"3,478"
AMD A12-9800E,"3,471"
Qualcomm MSM8998,"3,467"
Intel Core i7-975 @ 3.33GHz,"3,461"
"Qualcomm Technologies, Inc SM7250","3,459"
Intel Xeon E5-1603 @ 2.80GHz,"3,458"
Intel Core i7-6498DU @ 2.50GHz,"3,454"
AMD A10 PRO-7850B APU,"3,453"
Intel Pentium Gold G5420T @ 3.20GHz,"3,452"
Intel Xeon X5698 @ 4.40GHz,"3,447"
Snapdragon 845 @ 2.8 GHz,"3,446"
Intel Core i7-6600U @ 2.60GHz,"3,442"
AMD Opteron X3421 APU,"3,440"
Intel Core i5-L16G7 @ 1.40GHz,"3,440"
AMD A10-8850,"3,438"
Intel Core i3-7100H @ 3.00GHz,"3,430"
AMD A10-7850K APU,"3,430"
AMD Embedded R-Series RX-418GD Radeon R6,"3,426"
MediaTek MT6853T,"3,425"
AMD A10-7870K,"3,424"
Intel Core i7-965 @ 3.20GHz,"3,424"
Intel Core i5-2300 @ 2.80GHz,"3,420"
AMD Athlon X4 860K,"3,417"
AMD Phenom II X6 1075T,"3,413"
"Qualcomm Technologies, Inc SDM765G 5G","3,411"
"Qualcomm Technologies, Inc SDM730G AIE","3,410"
AMD Athlon X4 870K,"3,410"
"Qualcomm Technologies, Inc KHAJE","3,405"
Intel Pentium Silver N5020 @ 1.10GHz,"3,404"
AMD Opteron 4226,"3,400"
Intel Core i5-2500S @ 2.70GHz,"3,399"
"Qualcomm Technologies, Inc LAGOON","3,396"
QTI SM6150,"3,394"
Intel Core i3-4150 @ 3.50GHz,"3,393"
Intel Xeon E5-4603 @ 2.00GHz,"3,391"
Intel Core i5-6267U @ 2.90GHz,"3,390"
"Qualcomm Technologies, Inc SM7225","3,390"
AMD Phenom II X6 1065T,"3,388"
Intel Core i5-7200U @ 2.50GHz,"3,387"
Mediatek MT6779,"3,386"
AMD Opteron 6136,"3,381"
MediaTek MT6785V/CC,"3,378"
AMD FX-B4150 Quad-Core,"3,369"
Intel Xeon W5580 @ 3.20GHz,"3,368"
Intel Core i3-7167U @ 2.80GHz,"3,368"
Mediatek MT8786V/CT,"3,368"
Mediatek MT8788,"3,367"
Snapdragon 7c @ 2.40 GHz,"3,367"
Intel Core i5-4340M @ 2.90GHz,"3,366"
AMD Athlon X4 850,"3,366"
AMD Ryzen Embedded R1600,"3,365"
Intel Xeon W3565 @ 3.20GHz,"3,364"
AMD A10 PRO-7800B APU,"3,364"
Intel Core i3-4370T @ 3.30GHz,"3,361"
AMD PRO A8-9600,"3,359"
"Qualcomm Technologies, Inc SM7125","3,357"
"Qualcomm Technologies, Inc SDM845","3,350"
Intel Core i7-6560U @ 2.20GHz,"3,349"
Intel Core i7-2635QM @ 2.00GHz,"3,347"
Intel Pentium Silver J5040 @ 2.00GHz,"3,345"
Intel Xeon E5-2609 v2 @ 2.50GHz,"3,343"
Intel Xeon W5590 @ 3.33GHz,"3,342"
AMD Phenom II X6 1405T,"3,335"
Intel Core i7-960 @ 3.20GHz,"3,333"
MT6853V/NZA,"3,330"
AMD FX-4150 Quad-Core,"3,327"
Snapdragon 850 @ 2.96 GHz,"3,326"
Intel Core i7-880 @ 3.07GHz,"3,325"
"Qualcomm Technologies, Inc LITO","3,319"
AMD Athlon X4 840,"3,319"
Intel Core i3-6100E @ 2.70GHz,"3,315"
AMD Phenom II X6 1055T,"3,314"
Intel Core i3-4130 @ 3.40GHz,"3,307"
AMD FX-9830P,"3,306"
Intel Celeron N5100 @ 1.10GHz,"3,304"
AMD FX-4350 Quad-Core,"3,304"
AMD Embedded R-Series RX-421BD,"3,302"
AMD A8-9600,"3,299"
Intel Xeon L5609 @ 1.87GHz,"3,298"
Intel Core i3-10110Y @ 1.00GHz,"3,297"
AMD Athlon Gold 3150C,"3,292"
Intel Celeron 6600HE @ 2.60GHz,"3,286"
Intel Core i3-4360T @ 3.20GHz,"3,286"
"Qualcomm Technologies, Inc SDM720G","3,285"
Intel Core i7-6500U @ 2.50GHz,"3,279"
Intel Xeon X3480 @ 3.07GHz,"3,273"
Virtual @ 2.00GHz,"3,273"
AMD A10-7860K,"3,271"
"Qualcomm Technologies, Inc SM7150","3,263"
Intel Xeon X5570 @ 2.93GHz,"3,263"
Intel Pentium Gold G5500T @ 3.20GHz,"3,259"
Intel Xeon X3470 @ 2.93GHz,"3,257"
Intel Core i3-6167U @ 2.70GHz,"3,255"
Intel Core i5-4400E @ 2.70GHz,"3,251"
Intel Core i3-4570T @ 2.90GHz,"3,244"
Intel Pentium D1508 @ 2.20GHz,"3,240"
MT6833GP,"3,238"
Intel Core i5-6300U @ 2.40GHz,"3,233"
Mediatek MT6768G,"3,232"
MT8667,"3,230"
"Qualcomm Technologies, Inc TRINKET-IOT","3,230"
ZHAOXIN KaiXian KX-U6580@2.5GHz,"3,227"
Intel Core i7-2715QE @ 2.10GHz,"3,221"
AMD A8-7600 APU,"3,220"
Qualcomm SDM670,"3,220"
Intel Core i5-4330M @ 2.80GHz,"3,219"
AMD PRO A8-8650B,"3,217"
Intel Core i5-4570T @ 2.90GHz,"3,217"
AMD A10-6800K APU,"3,217"
Intel Core i3-4170T @ 3.20GHz,"3,215"
Intel Core i7-4610M @ 3.00GHz,"3,213"
Intel Xeon W3550 @ 3.07GHz,"3,209"
Intel Core i5-6260U @ 1.80GHz,"3,208"
Intel Core i7-950 @ 3.07GHz,"3,206"
AMD A10-7800 APU,"3,202"
AMD A10-8750,"3,198"
AMD A10-7700K APU,"3,197"
Intel Atom x6427FE @ 1.90GHz,"3,196"
AMD A8-7670K,"3,192"
Virtual @ 2.41GHz,"3,188"
Intel Xeon W3570 @ 3.20GHz,"3,185"
AMD FX-870K Quad Core,"3,183"
Intel Core i7-4600M @ 2.90GHz,"3,182"
AMD A10-9700E,"3,180"
QTI SM611,"3,180"
AMD Phenom II X6 1045T,"3,172"
AMD PRO A12-9800E,"3,171"
Intel Atom C1110,"3,170"
Mediatek MT8786V/N,"3,168"
"Samsung ""Exynos 9610""","3,168"
Intel Core i5-2400S @ 2.50GHz,"3,161"
"Qualcomm Technologies, Inc SDMMAGPIE","3,157"
Intel Core i5-2405S @ 2.50GHz,"3,157"
Intel Xeon Gold 6262V @ 1.90GHz,"3,155"
AMD Ryzen 3 3250C,"3,153"
Intel Core i5-6198DU @ 2.30GHz,"3,153"
Unisoc T616,"3,152"
Intel Core i3-6100TE @ 2.70GHz,"3,152"
MT8786V/CA,"3,146"
Intel Core i3-4350T @ 3.10GHz,"3,142"
ARM Cortex-A76 4 Core 1800 MHz,"3,133"
"Qualcomm Technologies, Inc BENGALP-IOT","3,127"
Intel Core i3-4160T @ 3.10GHz,"3,125"
Intel Xeon X5560 @ 2.80GHz,"3,124"
AMD A8-7650K,"3,123"
Samsung Exynos 8895,"3,122"
Intel Core i5-4310M @ 2.70GHz,"3,119"
Intel Core i7-870 @ 2.93GHz,"3,118"
AMD A10-6700 APU,"3,116"
Intel Core i3-4330T @ 3.00GHz,"3,115"
Spreadtrum T612,"3,113"
Mediatek MT6769,"3,113"
Intel Core i5-4200H @ 2.80GHz,"3,111"
Intel Pentium Gold G5400T @ 3.10GHz,"3,110"
Intel Core i7-875K @ 2.93GHz,"3,110"
AMD FX-4200 Quad-Core,"3,109"
Intel Core i5-5287U @ 2.90GHz,"3,107"
Intel Core i5-6360U @ 2.00GHz,"3,101"
AMD Athlon Silver 7120U,"3,100"
AMD FX-4330,"3,098"
AMD FX-4320,"3,094"
Intel Pentium Silver J5005 @ 1.50GHz,"3,094"
Intel Core i7-5557U @ 3.10GHz,"3,089"
Intel Core i7-4578U @ 3.00GHz,"3,088"
AMD A10-6800B APU,"3,088"
"Qualcomm Technologies, Inc SM4350","3,087"
MT6771V/CL,"3,079"
Intel Core i5-4570TE @ 2.70GHz,"3,074"
vendor Kirin970,"3,073"
AMD A10-6790K APU,"3,070"
